Year,Month,Day,Value
2022,9,26,90.6200318
2022,9,27,90.6200318
2022,9,28,90.6200318
2022,9,29,90.6200318
2022,9,30,90.6200318
2022,10,1,90.6200318
2022,10,2,90.6200318
2022,10,3,90.6200318
2022,10,4,90.6200318
2022,10,5,90.6200318
2022,10,6,90.6200318
2022,10,7,90.6200318
2022,10,8,90.6200318
2022,10,9,90.6200318
2022,10,10,90.6200318
2022,10,11,90.6200318
2022,10,12,90.6200318
2022,10,13,90.6200318
2022,10,14,90.6200318
2022,10,15,90.6200318
2022,10,16,90.6200318
2022,10,17,90.6200318
2022,10,18,90.6200318
2022,10,19,90.6200318
2022,10,20,90.6200318
2022,10,21,90.6200318
2022,10,22,90.6200318
2022,10,23,90.6200318
2022,10,24,90.6200318
2022,10,25,90.6200318
2022,10,26,90.6200318
2022,10,27,90.6200318
2022,10,28,90.6200318
2022,10,29,90.6200318
2022,10,30,90.6200318
2022,10,31,90.6200318
2022,11,1,90.6200318
2022,11,2,90.6200318
2022,11,3,90.6200318
2022,11,4,90.6200318
2022,11,5,90.6200318
2022,11,6,90.6200318
2022,11,7,90.6200318
2022,11,8,90.6200318
2022,11,9,90.6200318
2022,11,10,90.6200318
2022,11,11,90.6200318
2022,11,12,90.6200318
2022,11,13,90.6200318
2022,11,14,90.6200318
2022,11,15,90.6200318
2022,11,16,90.6200318
2022,11,17,90.6200318
2022,11,18,90.6200318
2022,11,19,90.6200318
2022,11,20,90.6200318
2022,11,21,90.6200318
2022,11,22,90.6200318
2022,11,23,90.6200318
2022,11,24,90.6200318
2022,11,25,90.6200318
2022,11,26,90.6200318
2022,11,27,90.6200318
2022,11,28,90.6200318
2022,11,29,90.6200318
2022,11,30,90.6200318
2022,12,1,89.8
2022,12,2,89.8
2022,12,3,89.8
2022,12,4,89.8
2022,12,5,89.8
2022,12,6,89.8
2022,12,7,89.8
2022,12,8,89.8
2022,12,9,89.8
2022,12,10,89
2022,12,11,89
2022,12,12,89
2022,12,13,89
2022,12,14,89
2022,12,15,89
2022,12,16,89
2022,12,17,89
2022,12,18,88
2022,12,19,88
2022,12,20,88
2022,12,21,88
2022,12,22,88
2022,12,23,88
2022,12,24,88
2022,12,25,88
2022,12,26,88
2022,12,27,88
2022,12,28,88
2022,12,29,88
2022,12,30,88
2022,12,31,88
2023,1,1,86
2023,1,2,86
2023,1,3,86
2023,1,4,86
2023,1,5,86
2023,1,6,86
2023,1,7,86
2023,1,8,86
2023,1,9,85
2023,1,10,85
2023,1,11,85
2023,1,12,85
2023,1,13,85
2023,1,14,85
2023,1,15,85
2023,1,16,85
2023,1,17,85
2023,1,18,85
2023,1,19,85
2023,1,20,84
2023,1,21,84
2023,1,22,84
2023,1,23,84
2023,1,24,84
2023,1,25,84
2023,1,26,83
2023,1,27,83
2023,1,28,83
2023,1,29,83
2023,1,30,83
2023,1,31,83
2023,2,1,80
2023,2,2,80
2023,2,3,80
2023,2,4,80
2023,2,5,80
2023,2,6,76
2023,2,7,76
2023,2,8,76
2023,2,9,76
2023,2,10,76
2023,2,11,76
2023,2,12,74
2023,2,13,74
2023,2,14,74
2023,2,15,74
2023,2,16,74
2023,2,17,72
2023,2,18,72
2023,2,19,72
2023,2,20,72
2023,2,21,72
2023,2,22,69
2023,2,23,69
2023,2,24,69
2023,2,25,69
2023,2,26,69
2023,2,27,65
2023,2,28,65
2023,3,1,65
2023,3,2,65
2023,3,3,65
2023,3,4,64
2023,3,5,64
2023,3,6,64
2023,3,7,64
2023,3,8,64
2023,3,9,63
2023,3,10,63
2023,3,11,63
2023,3,12,63
2023,3,13,62
2023,3,14,62
2023,3,15,62
2023,3,16,62
2023,3,17,62
2023,3,18,61
2023,3,19,61
2023,3,20,61
2023,3,21,61
2023,3,22,60
2023,3,23,60
2023,3,24,60
2023,3,25,60
2023,3,26,60
2023,3,27,60
2023,3,28,60
2023,3,29,60
2023,3,30,60
2023,3,31,60
2023,4,1,75
2023,4,2,75
2023,4,3,75
2023,4,4,75
2023,4,5,75
2023,4,6,75
2023,4,7,75
2023,4,8,75
2023,4,9,75
2023,4,10,75
2023,4,11,75
2023,4,12,75
2023,4,13,75
2023,4,14,75
2023,4,15,75
2023,4,16,78
2023,4,17,78
2023,4,18,78
2023,4,19,78
2023,4,20,78
2023,4,21,78
2023,4,22,78
2023,4,23,78
2023,4,24,78
2023,4,25,78
2023,4,26,78
2023,4,27,78
2023,4,28,78
2023,4,29,78
2023,4,30,78
2023,5,1,81
2023,5,2,81
2023,5,3,81
2023,5,4,81
2023,5,5,81
2023,5,6,81
2023,5,7,81
2023,5,8,81
2023,5,9,81
2023,5,10,81
2023,5,11,81
2023,5,12,81
2023,5,13,81
2023,5,14,81
2023,5,15,81
2023,5,16,85
2023,5,17,85
2023,5,18,85
2023,5,19,85
2023,5,20,85
2023,5,21,85
2023,5,22,85
2023,5,23,85
2023,5,24,85
2023,5,25,85
2023,5,26,85
2023,5,27,85
2023,5,28,85
2023,5,29,85
2023,5,30,85
2023,5,31,85
2023,6,1,85
2023,6,2,85
2023,6,3,85
2023,6,4,85
2023,6,5,85
2023,6,6,85
2023,6,7,85
2023,6,8,85
2023,6,9,85
2023,6,10,85
2023,6,11,85
2023,6,12,85
2023,6,13,85
2023,6,14,85
2023,6,15,85
2023,6,16,88
2023,6,17,88
2023,6,18,88
2023,6,19,88
2023,6,20,88
2023,6,21,88
2023,6,22,88
2023,6,23,88
2023,6,24,88
2023,6,25,88
2023,6,26,88
2023,6,27,88
2023,6,28,88
2023,6,29,88
2023,6,30,88
2023,7,1,90.6200318
2023,7,2,90.6200318
2023,7,3,90.6200318
2023,7,4,90.6200318
2023,7,5,90.6200318
2023,7,6,90.6200318
2023,7,7,90.6200318
2023,7,8,90.6200318
2023,7,9,90.6200318
2023,7,10,90.6200318
2023,7,11,90.6200318
2023,7,12,90.6200318
2023,7,13,90.6200318
2023,7,14,90.6200318
2023,7,15,90.6200318
2023,7,16,90.6200318
2023,7,17,90.6200318
2023,7,18,90.6200318
2023,7,19,90.6200318
2023,7,20,90.6200318
2023,7,21,90.6200318
2023,7,22,90.6200318
2023,7,23,90.6200318
2023,7,24,90.6200318
2023,7,25,90.6200318
2023,7,26,90.6200318
2023,7,27,90.6200318
2023,7,28,90.6200318
2023,7,29,90.6200318
2023,7,30,90.6200318
2023,7,31,90.6200318
2023,8,1,90.6200318
2023,8,2,90.6200318
2023,8,3,90.6200318
2023,8,4,90.6200318
2023,8,5,90.6200318
2023,8,6,90.6200318
2023,8,7,90.6200318
2023,8,8,90.6200318
2023,8,9,90.6200318
2023,8,10,90.6200318
2023,8,11,90.6200318
2023,8,12,90.6200318
2023,8,13,90.6200318
2023,8,14,90.6200318
2023,8,15,90.6200318
2023,8,16,90.6200318
2023,8,17,90.6200318
2023,8,18,90.6200318
2023,8,19,90.6200318
2023,8,20,90.6200318
2023,8,21,90.6200318
2023,8,22,90.6200318
2023,8,23,90.6200318
2023,8,24,90.6200318
2023,8,25,90.6200318
2023,8,26,90.6200318
2023,8,27,90.6200318
2023,8,28,90.6200318
2023,8,29,90.6200318
2023,8,30,90.6200318
2023,8,31,90.6200318
2023,9,1,90.6200318
2023,9,2,90.6200318
2023,9,3,90.6200318
2023,9,4,90.6200318
2023,9,5,90.6200318
2023,9,6,90.6200318
2023,9,7,90.6200318
2023,9,8,90.6200318
2023,9,9,90.6200318
2023,9,10,90.6200318
2023,9,11,90.6200318
2023,9,12,90.6200318
2023,9,13,90.6200318
2023,9,14,90.6200318
2023,9,15,90.6200318
2023,9,16,90.6200318
2023,9,17,90.6200318
2023,9,18,90.6200318
2023,9,19,90.6200318
2023,9,20,90.6200318
2023,9,21,90.6200318
2023,9,22,90.6200318
2023,9,23,90.6200318
2023,9,24,90.6200318
2023,9,25,90.6200318
2023,9,26,90.6200318
2023,9,27,90.6200318
2023,9,28,90.6200318
2023,9,29,90.6200318
2023,9,30,90.6200318
2023,10,1,90.6200318
2023,10,2,90.6200318
2023,10,3,90.6200318
2023,10,4,90.6200318
2023,10,5,90.6200318
2023,10,6,90.6200318
2023,10,7,90.6200318
2023,10,8,90.6200318
2023,10,9,90.6200318
2023,10,10,90.6200318
2023,10,11,90.6200318
2023,10,12,90.6200318
2023,10,13,90.6200318
2023,10,14,90.6200318
2023,10,15,90.6200318
2023,10,16,90.6200318
2023,10,17,90.6200318
2023,10,18,90.6200318
2023,10,19,90.6200318
2023,10,20,90.6200318
2023,10,21,90.6200318
2023,10,22,90.6200318
2023,10,23,90.6200318
2023,10,24,90.6200318
2023,10,25,90.6200318
2023,10,26,90.6200318
2023,10,27,90.6200318
2023,10,28,90.6200318
2023,10,29,90.6200318
2023,10,30,90.6200318
2023,10,31,90.6200318
2023,11,1,90.6200318
2023,11,2,90.6200318
2023,11,3,90.6200318
2023,11,4,90.6200318
2023,11,5,90.6200318
2023,11,6,90.6200318
2023,11,7,90.6200318
2023,11,8,90.6200318
2023,11,9,90.6200318
2023,11,10,90.6200318
2023,11,11,90.6200318
2023,11,12,90.6200318
2023,11,13,90.6200318
2023,11,14,90.6200318
2023,11,15,90.6200318
2023,11,16,90.6200318
2023,11,17,90.6200318
2023,11,18,90.6200318
2023,11,19,90.6200318
2023,11,20,90.6200318
2023,11,21,90.6200318
2023,11,22,90.6200318
2023,11,23,90.6200318
2023,11,24,90.6200318
2023,11,25,90.6200318
2023,11,26,90.6200318
2023,11,27,90.6200318
2023,11,28,90.6200318
2023,11,29,90.6200318
2023,11,30,90.6200318
2023,12,1,89.8
2023,12,2,89.8
2023,12,3,89.8
2023,12,4,89.8
2023,12,5,89.8
2023,12,6,89.8
2023,12,7,89.8
2023,12,8,89.8
2023,12,9,89.8
2023,12,10,89
2023,12,11,89
2023,12,12,89
2023,12,13,89
2023,12,14,89
2023,12,15,89
2023,12,16,89
2023,12,17,89
2023,12,18,88
2023,12,19,88
2023,12,20,88
2023,12,21,88
2023,12,22,88
2023,12,23,88
2023,12,24,88
2023,12,25,88
2023,12,26,88
2023,12,27,88
2023,12,28,88
2023,12,29,88
2023,12,30,88
2023,12,31,88
